,protocol_type,flag,Attack_Binomial,land,logged_in,root_shell,su_attempted,is_host_login,is_guest_login
47504,udp,SF,0,0,0,0,0,0,0
47505,tcp,RSTO,1,0,0,0,0,0,0
47506,tcp,S0,1,0,0,0,0,0,0
47507,tcp,S0,1,0,0,0,0,0,0
47508,tcp,SF,0,0,1,0,0,0,0
47509,tcp,SF,0,0,1,0,0,0,0
47510,tcp,SF,0,0,1,0,0,0,0
47511,tcp,SF,0,0,1,0,0,0,0
47512,tcp,S0,1,0,0,0,0,0,0
47513,tcp,SF,0,0,1,0,0,0,0
47514,tcp,S0,1,0,0,0,0,0,0
47515,tcp,S0,1,0,0,0,0,0,0
47516,tcp,SF,0,0,1,0,0,0,0
47517,udp,SF,1,0,0,0,0,0,0
47518,tcp,SF,0,0,1,0,0,0,0
47519,tcp,SF,0,0,1,0,0,0,0
47520,tcp,RSTR,1,0,0,0,0,0,0
47521,tcp,SF,0,0,1,0,0,0,0
47522,tcp,RSTR,1,0,0,0,0,0,0
47523,tcp,S0,1,0,0,0,0,0,0
47524,tcp,S0,1,0,0,0,0,0,0
47525,tcp,S0,1,0,0,0,0,0,0
47526,tcp,SF,0,0,1,0,0,0,0
47527,tcp,S0,1,0,0,0,0,0,0
47528,tcp,S0,1,0,0,0,0,0,0
47529,tcp,REJ,1,0,0,0,0,0,0
47530,tcp,S0,1,0,0,0,0,0,0
47531,tcp,SF,1,0,1,0,0,0,0
47532,udp,SF,0,0,0,0,0,0,0
47533,tcp,SF,0,0,1,0,0,0,0
47534,tcp,SF,0,0,1,0,0,0,0
47535,tcp,SF,0,0,1,0,0,0,0
47536,tcp,SF,0,0,1,0,0,0,0
47537,tcp,REJ,0,0,0,0,0,0,0
47538,udp,SF,0,0,0,0,0,0,0
47539,tcp,SF,0,0,1,0,0,0,0
47540,tcp,S0,1,0,0,0,0,0,0
47541,udp,SF,0,0,0,0,0,0,0
47542,tcp,SF,0,0,1,0,0,0,0
47543,udp,SF,0,0,0,0,0,0,0
47544,tcp,S0,1,0,0,0,0,0,0
47545,tcp,SF,1,0,1,1,0,0,0
47546,tcp,S0,1,0,0,0,0,0,0
47547,tcp,SF,0,0,0,0,0,0,0
47548,tcp,S0,1,0,0,0,0,0,0
47549,tcp,SF,0,0,1,0,0,0,0
47550,tcp,SF,1,0,1,0,0,0,0
47551,tcp,S0,1,0,0,0,0,0,0
47552,tcp,S0,1,0,0,0,0,0,0
47553,tcp,REJ,1,0,0,0,0,0,0
47554,tcp,S0,1,0,0,0,0,0,0
47555,icmp,SF,1,0,0,0,0,0,0
47556,tcp,SF,0,0,1,0,0,0,0
47557,tcp,S0,1,0,0,0,0,0,0
47558,tcp,SF,0,0,1,0,0,0,0
47559,tcp,SF,0,0,1,0,0,0,0
47560,icmp,SF,1,0,0,0,0,0,0
47561,tcp,REJ,1,0,0,0,0,0,0
47562,udp,SF,0,0,0,0,0,0,0
47563,tcp,REJ,1,0,0,0,0,0,0
47564,tcp,SF,0,0,1,0,0,0,0
47565,tcp,S0,1,0,0,0,0,0,0
47566,tcp,SF,0,0,1,0,0,0,0
47567,tcp,SF,0,0,1,0,0,0,0
47568,tcp,RSTR,1,0,0,0,0,0,0
47569,tcp,S0,1,0,0,0,0,0,0
47570,tcp,SF,0,0,1,0,0,0,0
47571,tcp,SF,0,0,1,0,0,0,0
47572,tcp,S0,1,0,0,0,0,0,0
47573,tcp,SF,0,0,1,0,0,0,0
47574,tcp,S0,1,0,0,0,0,0,0
47575,tcp,SF,0,0,1,0,0,0,0
47576,tcp,S0,1,0,0,0,0,0,0
47577,udp,SF,0,0,0,0,0,0,0
47578,tcp,S0,1,0,0,0,0,0,0
47579,icmp,SF,1,0,0,0,0,0,0
47580,tcp,REJ,1,0,0,0,0,0,0
47581,tcp,SF,0,0,1,0,0,0,0
47582,icmp,SF,1,0,0,0,0,0,0
47583,tcp,SF,0,0,1,0,0,0,0
47584,tcp,SF,0,0,1,0,0,0,0
47585,tcp,SF,0,0,1,0,0,0,0
47586,tcp,SF,0,0,1,0,0,0,0
47587,icmp,SF,0,0,0,0,0,0,0
47588,tcp,S0,1,0,0,0,0,0,0
47589,tcp,SF,0,0,1,0,0,0,0
47590,tcp,S0,1,0,0,0,0,0,0
47591,tcp,RSTR,1,0,0,0,0,0,0
47592,tcp,SF,0,0,1,0,0,0,0
47593,tcp,S0,1,0,0,0,0,0,0
47594,tcp,REJ,1,0,0,0,0,0,0
47595,tcp,S0,1,0,0,0,0,0,0
47596,tcp,SF,0,0,1,0,0,0,0
47597,udp,SF,0,0,0,0,0,0,0
47598,tcp,SF,0,0,1,0,0,0,0
47599,icmp,SF,1,0,0,0,0,0,0
47600,tcp,SF,0,0,1,0,0,0,0
47601,tcp,SF,0,0,1,0,0,0,0
47602,tcp,S0,1,0,0,0,0,0,0
47603,tcp,S0,1,0,0,0,0,0,0
47604,tcp,REJ,1,0,0,0,0,0,0
47605,tcp,SF,0,0,1,0,0,0,0
47606,tcp,SF,0,0,1,0,0,0,0
47607,tcp,S0,1,0,0,0,0,0,0
47608,icmp,SF,1,0,0,0,0,0,0
47609,tcp,SF,0,0,1,0,0,0,0
47610,udp,SF,0,0,0,0,0,0,0
47611,icmp,SF,0,0,0,0,0,0,0
47612,tcp,SF,0,0,1,0,0,0,0
47613,tcp,SF,0,0,0,0,0,0,0
47614,tcp,S0,1,0,0,0,0,0,0
47615,tcp,SF,0,0,1,0,0,0,0
47616,tcp,REJ,1,0,0,0,0,0,0
47617,tcp,S0,1,0,0,0,0,0,0
47618,tcp,S0,1,0,0,0,0,0,0
47619,tcp,SF,0,0,1,0,0,0,0
47620,tcp,SF,0,0,1,0,0,0,0
47621,tcp,SF,0,0,1,0,0,0,0
47622,tcp,SF,0,0,1,0,0,0,0
47623,tcp,REJ,1,0,0,0,0,0,0
47624,tcp,S0,1,0,0,0,0,0,0
47625,tcp,S0,1,0,0,0,0,0,0
47626,tcp,S0,1,0,0,0,0,0,0
47627,tcp,SF,0,0,1,0,0,0,0
47628,udp,SF,0,0,0,0,0,0,0
47629,tcp,SF,0,0,1,0,0,0,0
47630,tcp,SF,0,0,1,0,0,0,0
47631,tcp,SF,0,0,1,0,0,0,0
47632,tcp,S0,1,0,0,0,0,0,0
47633,tcp,S0,1,0,0,0,0,0,0
47634,tcp,RSTR,1,0,0,0,0,0,0
47635,tcp,REJ,0,0,0,0,0,0,0
47636,tcp,S0,1,0,0,0,0,0,0
47637,tcp,S0,1,0,0,0,0,0,0
47638,tcp,S0,1,0,0,0,0,0,0
47639,tcp,SF,0,0,0,0,0,0,0
47640,tcp,SF,0,0,1,0,0,0,0
47641,tcp,SF,0,0,1,0,0,0,0
47642,tcp,S0,1,0,0,0,0,0,0
47643,icmp,SF,1,0,0,0,0,0,0
47644,tcp,SF,0,0,1,0,0,0,0
47645,tcp,S0,1,0,0,0,0,0,0
47646,udp,SF,0,0,0,0,0,0,0
47647,udp,SF,1,0,0,0,0,0,0
47648,tcp,SF,0,0,1,0,0,0,0
47649,tcp,REJ,1,0,0,0,0,0,0
47650,tcp,REJ,1,0,0,0,0,0,0
47651,icmp,SF,1,0,0,0,0,0,0
47652,tcp,S0,1,0,0,0,0,0,0
47653,tcp,SF,0,0,1,0,0,0,0
47654,tcp,SF,0,0,1,0,0,0,0
47655,tcp,SF,0,0,1,0,0,0,0
47656,udp,SF,0,0,0,0,0,0,0
47657,tcp,RSTR,0,0,1,0,0,0,0
47658,tcp,REJ,0,0,0,0,0,0,0
47659,udp,SF,1,0,0,0,0,0,0
47660,tcp,SF,0,0,1,0,0,0,0
47661,tcp,S0,1,0,0,0,0,0,0
47662,tcp,SF,0,0,1,0,0,0,0
47663,tcp,S0,1,0,0,0,0,0,0
47664,tcp,S0,1,0,0,0,0,0,0
47665,tcp,SF,0,0,1,0,0,0,0
47666,tcp,SF,0,0,1,0,0,0,0
47667,tcp,S0,1,0,0,0,0,0,0
47668,tcp,S0,1,0,0,0,0,0,0
47669,tcp,SF,0,0,1,0,0,0,0
47670,tcp,S0,1,0,0,0,0,0,0
47671,tcp,SF,0,0,1,0,0,0,0
47672,tcp,SF,0,0,1,0,0,0,0
47673,tcp,S0,0,0,0,0,0,0,0
47674,tcp,SF,0,0,1,0,0,0,0
47675,tcp,S0,1,0,0,0,0,0,0
47676,tcp,S0,1,0,0,0,0,0,0
47677,udp,SF,1,0,0,0,0,0,0
47678,tcp,SF,0,0,1,0,0,0,0
47679,tcp,SF,0,0,1,0,0,0,0
47680,tcp,S0,1,0,0,0,0,0,0
47681,tcp,SF,0,0,1,0,0,0,0
47682,udp,SF,0,0,0,0,0,0,0
47683,tcp,SF,0,0,1,0,0,0,0
47684,tcp,SF,0,0,1,0,0,0,0
47685,icmp,SF,1,0,0,0,0,0,0
47686,tcp,S0,1,0,0,0,0,0,0
47687,tcp,REJ,1,0,0,0,0,0,0
47688,icmp,SF,0,0,0,0,0,0,0
47689,tcp,SF,0,0,1,0,0,0,0
47690,tcp,SF,0,0,1,0,0,0,0
47691,tcp,REJ,0,0,0,0,0,0,0
47692,tcp,S0,1,0,0,0,0,0,0
47693,tcp,SF,0,0,1,0,0,0,0
47694,tcp,SF,0,0,1,0,0,0,0
47695,tcp,SF,0,0,1,0,0,0,0
47696,tcp,SF,0,0,0,0,0,0,0
47697,tcp,SF,0,0,1,0,0,0,0
47698,tcp,S0,1,0,0,0,0,0,0
47699,tcp,SF,0,0,1,0,0,0,0
47700,tcp,SF,0,0,1,0,0,0,0
47701,udp,SF,0,0,0,0,0,0,0
47702,tcp,S0,1,0,0,0,0,0,0
47703,tcp,S0,1,0,0,0,0,0,0
47704,tcp,S0,1,0,0,0,0,0,0
47705,tcp,S0,1,0,0,0,0,0,0
47706,tcp,SF,0,0,1,0,0,0,0
47707,udp,SF,1,0,0,0,0,0,0
47708,tcp,SF,0,0,1,0,0,0,0
47709,udp,SF,0,0,0,0,0,0,0
47710,tcp,SF,0,0,1,0,0,0,0
47711,tcp,SF,0,0,1,0,0,0,0
47712,tcp,REJ,1,0,0,0,0,0,0
47713,tcp,SF,0,0,1,0,0,0,0
47714,tcp,S0,1,0,0,0,0,0,0
47715,tcp,SF,0,0,1,0,0,0,0
47716,tcp,SF,0,0,1,0,0,0,0
47717,tcp,SF,0,0,1,0,0,0,0
47718,udp,SF,0,0,0,0,0,0,0
47719,udp,SF,0,0,0,0,0,0,0
47720,tcp,S0,1,0,0,0,0,0,0
47721,tcp,S0,1,0,0,0,0,0,0
47722,tcp,SF,0,0,1,0,0,0,0
47723,tcp,S0,1,0,0,0,0,0,0
47724,tcp,SF,0,0,1,0,0,0,0
47725,tcp,REJ,1,0,0,0,0,0,0
47726,tcp,SF,0,0,1,0,0,0,0
47727,tcp,REJ,0,0,0,0,0,0,0
47728,icmp,SF,1,0,0,0,0,0,0
47729,tcp,RSTR,1,0,0,0,0,0,0
47730,tcp,REJ,1,0,0,0,0,0,0
47731,tcp,SF,0,0,1,0,0,0,0
47732,udp,SF,0,0,0,0,0,0,0
47733,tcp,SF,0,0,1,0,0,0,0
47734,tcp,SF,0,0,1,0,0,0,0
47735,tcp,SF,0,0,1,0,0,0,0
47736,tcp,SF,0,0,1,0,0,0,0
47737,tcp,S0,1,0,0,0,0,0,0
47738,tcp,SF,0,0,1,0,0,0,0
47739,tcp,SF,0,0,1,0,0,0,0
47740,tcp,SF,0,0,1,0,0,0,0
47741,tcp,SF,0,0,1,0,0,0,0
47742,tcp,RSTR,1,0,0,0,0,0,0
47743,tcp,SF,0,0,1,0,0,0,0
47744,icmp,SF,1,0,0,0,0,0,0
47745,tcp,S0,1,0,0,0,0,0,0
47746,udp,SF,1,0,0,0,0,0,0
47747,tcp,SF,0,0,0,0,0,0,0
47748,tcp,SF,0,0,1,0,0,0,0
47749,tcp,REJ,1,0,0,0,0,0,0
47750,tcp,S0,1,0,0,0,0,0,0
47751,udp,SF,0,0,0,0,0,0,0
47752,tcp,S0,1,0,0,0,0,0,0
47753,tcp,S0,1,0,0,0,0,0,0
47754,tcp,S0,1,0,0,0,0,0,0
47755,udp,SF,0,0,0,0,0,0,0
47756,tcp,SF,0,0,1,0,0,0,0
47757,tcp,SF,0,0,1,0,0,0,0
47758,tcp,REJ,1,0,0,0,0,0,0
47759,udp,SF,0,0,0,0,0,0,0
47760,tcp,SF,0,0,1,0,0,0,0
47761,icmp,SF,0,0,0,0,0,0,0
47762,tcp,SF,0,0,1,0,0,0,0
47763,tcp,SF,0,0,1,0,0,0,0
47764,tcp,SF,0,0,1,0,0,0,0
47765,tcp,SF,0,0,1,0,0,0,0
47766,tcp,S0,1,0,0,0,0,0,0
47767,tcp,S0,1,0,0,0,0,0,0
47768,tcp,S0,1,0,0,0,0,0,0
47769,tcp,S0,1,0,0,0,0,0,0
47770,tcp,SF,0,0,0,0,0,0,0
47771,tcp,S0,1,0,0,0,0,0,0
47772,tcp,SF,0,0,1,0,0,0,0
47773,tcp,S0,1,0,0,0,0,0,0
47774,tcp,S0,1,0,0,0,0,0,0
47775,tcp,S0,1,0,0,0,0,0,0
47776,tcp,SF,0,0,1,0,0,0,0
47777,udp,SF,1,0,0,0,0,0,0
47778,tcp,RSTO,1,0,0,0,0,0,0
47779,tcp,SF,0,0,1,0,0,0,0
47780,tcp,SF,0,0,1,0,0,0,0
47781,tcp,S0,1,0,0,0,0,0,0
47782,tcp,S0,1,0,0,0,0,0,0
47783,tcp,S0,1,0,0,0,0,0,0
47784,tcp,SF,0,0,1,0,0,0,0
47785,tcp,S0,1,0,0,0,0,0,0
47786,tcp,S0,1,0,0,0,0,0,0
47787,tcp,SF,0,0,1,0,0,0,1
47788,icmp,SF,1,0,0,0,0,0,0
47789,tcp,SF,0,0,0,0,0,0,0
47790,tcp,S0,1,0,0,0,0,0,0
47791,tcp,SF,0,0,1,0,0,0,0
47792,udp,SF,0,0,0,0,0,0,0
47793,tcp,RSTO,0,0,0,0,0,0,0
47794,icmp,SF,1,0,0,0,0,0,0
47795,tcp,SF,0,0,1,0,0,0,0
47796,tcp,SF,0,0,1,0,0,0,0
47797,udp,SF,0,0,0,0,0,0,0
47798,tcp,S0,1,0,0,0,0,0,0
47799,udp,SF,0,0,0,0,0,0,0
47800,tcp,S0,1,0,0,0,0,0,0
47801,tcp,SF,0,0,1,0,0,0,0
47802,tcp,OTH,1,0,0,0,0,0,0
47803,tcp,S0,1,0,0,0,0,0,0
47804,tcp,S0,1,0,0,0,0,0,0
47805,tcp,SF,0,0,1,0,0,0,0
47806,tcp,SF,0,0,1,0,0,0,0
47807,tcp,SF,0,0,1,0,0,0,0
47808,tcp,SF,0,0,1,0,0,0,0
47809,icmp,SF,1,0,0,0,0,0,0
47810,udp,SF,1,0,0,0,0,0,0
47811,icmp,SF,1,0,0,0,0,0,0
47812,tcp,SF,0,0,1,0,0,0,0
47813,udp,SF,0,0,0,0,0,0,0
47814,tcp,S0,1,0,0,0,0,0,0
47815,tcp,REJ,1,0,0,0,0,0,0
47816,tcp,S0,1,0,0,0,0,0,0
47817,tcp,S0,1,0,0,0,0,0,0
47818,icmp,SF,1,0,0,0,0,0,0
47819,tcp,S0,1,0,0,0,0,0,0
47820,tcp,SF,0,0,1,0,0,0,0
47821,udp,SF,0,0,0,0,0,0,0
47822,tcp,SF,0,0,1,0,0,0,0
47823,tcp,SF,0,0,1,0,0,0,0
47824,udp,SF,0,0,0,0,0,0,0
47825,tcp,S0,1,0,0,0,0,0,0
47826,tcp,SF,0,0,1,0,0,0,0
47827,tcp,SF,0,0,0,0,0,0,0
47828,udp,SF,0,0,0,0,0,0,0
47829,tcp,S0,1,0,0,0,0,0,0
47830,tcp,REJ,1,0,0,0,0,0,0
47831,tcp,RSTO,1,0,0,0,0,0,0
47832,tcp,SF,0,0,0,0,0,0,0
47833,tcp,SF,0,0,0,0,0,0,0
47834,tcp,SF,0,0,1,0,0,0,0
47835,udp,SF,0,0,0,0,0,0,0
47836,tcp,SF,0,0,1,0,0,0,0
47837,udp,SF,0,0,0,0,0,0,0
47838,tcp,RSTR,1,0,0,0,0,0,0
47839,tcp,SF,0,0,1,0,0,0,0
47840,tcp,S0,1,0,0,0,0,0,0
47841,tcp,SF,0,0,1,0,0,0,0
47842,tcp,SF,0,0,1,0,0,0,0
47843,tcp,S0,1,0,0,0,0,0,0
47844,icmp,SF,0,0,0,0,0,0,0
47845,tcp,SF,0,0,1,0,0,0,0
47846,udp,SF,1,0,0,0,0,0,0
47847,tcp,SF,0,0,1,0,0,0,0
47848,udp,SF,0,0,0,0,0,0,0
47849,tcp,SF,0,0,1,0,0,0,0
47850,tcp,SF,0,0,1,0,0,0,0
47851,udp,SF,0,0,0,0,0,0,0
47852,icmp,SF,1,0,0,0,0,0,0
47853,tcp,SF,0,0,1,0,0,0,0
47854,udp,SF,0,0,0,0,0,0,0
47855,icmp,SF,1,0,0,0,0,0,0
47856,tcp,S0,1,0,0,0,0,0,0
47857,udp,SF,0,0,0,0,0,0,0
47858,tcp,SF,0,0,1,0,0,0,0
47859,tcp,SF,0,0,1,0,0,0,0
47860,udp,SF,0,0,0,0,0,0,0
47861,tcp,S0,1,0,0,0,0,0,0
47862,tcp,S0,1,0,0,0,0,0,0
47863,tcp,SF,0,0,1,0,0,0,0
47864,tcp,SF,0,0,1,0,0,0,0
47865,udp,SF,0,0,0,0,0,0,0
47866,tcp,SF,0,0,1,0,0,0,0
47867,tcp,RSTO,1,0,0,0,0,0,0
47868,tcp,RSTR,1,0,0,0,0,0,0
47869,tcp,SF,0,0,1,0,0,0,0
47870,tcp,S0,1,0,0,0,0,0,0
47871,tcp,SF,0,0,1,0,0,0,0
47872,icmp,SF,1,0,0,0,0,0,0
47873,tcp,S0,1,0,0,0,0,0,0
47874,tcp,S0,1,0,0,0,0,0,0
47875,tcp,S0,1,0,0,0,0,0,0
47876,tcp,SF,0,0,1,0,0,0,0
47877,tcp,SF,0,0,0,0,0,0,0
47878,tcp,SF,0,0,1,0,0,0,0
47879,icmp,SF,1,0,0,0,0,0,0
47880,tcp,SF,0,0,1,0,0,0,0
47881,tcp,S0,1,0,0,0,0,0,0
47882,udp,SF,0,0,0,0,0,0,0
47883,tcp,S0,1,0,0,0,0,0,0
47884,tcp,SF,0,0,1,0,0,0,0
47885,tcp,S0,1,0,0,0,0,0,0
47886,tcp,S0,1,0,0,0,0,0,0
47887,tcp,SF,0,0,1,0,0,0,0
47888,tcp,SF,0,0,1,0,0,0,0
47889,udp,SF,0,0,0,0,0,0,0
47890,tcp,RSTR,1,0,0,0,0,0,0
47891,tcp,S0,1,0,0,0,0,0,0
47892,icmp,SF,1,0,0,0,0,0,0
47893,tcp,SF,0,0,1,0,0,0,0
47894,tcp,SF,0,0,1,0,0,0,0
47895,tcp,SF,0,0,1,0,0,0,0
47896,tcp,S0,1,0,0,0,0,0,0
47897,tcp,SF,0,0,1,0,0,0,0
47898,udp,SF,0,0,0,0,0,0,0
47899,tcp,S0,1,0,0,0,0,0,0
47900,tcp,SF,0,0,1,0,0,0,0
47901,tcp,S0,1,0,0,0,0,0,0
47902,udp,SF,1,0,0,0,0,0,0
47903,tcp,SF,0,0,1,0,0,0,0
47904,tcp,S0,1,0,0,0,0,0,0
47905,tcp,RSTO,1,0,0,0,0,0,0
47906,tcp,S0,1,0,0,0,0,0,0
47907,tcp,SF,0,0,1,0,0,0,0
47908,tcp,S0,1,0,0,0,0,0,0
47909,tcp,RSTR,1,0,0,0,0,0,0
47910,tcp,SF,0,0,1,0,0,0,0
47911,tcp,SF,0,0,1,0,0,0,0
47912,tcp,RSTR,1,0,0,0,0,0,0
47913,tcp,REJ,1,0,0,0,0,0,0
47914,tcp,SF,0,0,1,0,0,0,0
47915,udp,SF,0,0,0,0,0,0,0
47916,tcp,S0,1,0,0,0,0,0,0
47917,tcp,REJ,0,0,0,0,0,0,0
47918,tcp,SF,0,0,1,0,0,0,0
47919,tcp,RSTR,1,0,0,0,0,0,0
47920,tcp,S0,1,0,0,0,0,0,0
47921,tcp,S0,1,0,0,0,0,0,0
47922,tcp,S0,1,0,0,0,0,0,0
47923,icmp,SF,1,0,0,0,0,0,0
47924,tcp,SF,0,0,1,0,0,0,0
47925,tcp,SF,0,0,1,0,0,0,0
47926,tcp,S0,1,0,0,0,0,0,0
47927,tcp,REJ,0,0,0,0,0,0,0
47928,tcp,SF,0,0,1,0,0,0,0
47929,tcp,S0,1,0,0,0,0,0,0
47930,udp,SF,0,0,0,0,0,0,0
47931,udp,SF,0,0,0,0,0,0,0
47932,tcp,SF,0,0,1,0,0,0,0
47933,tcp,S0,1,0,0,0,0,0,0
47934,tcp,S0,1,0,0,0,0,0,0
47935,tcp,SF,0,0,1,0,0,0,0
47936,tcp,S0,1,0,0,0,0,0,0
47937,tcp,SF,0,0,1,0,0,0,0
47938,tcp,S0,1,0,0,0,0,0,0
47939,tcp,SF,0,0,0,0,0,0,0
47940,udp,SF,0,0,0,0,0,0,0
47941,tcp,SF,0,0,1,0,0,0,0
47942,tcp,S0,1,0,0,0,0,0,0
47943,tcp,REJ,1,0,0,0,0,0,0
47944,tcp,SF,0,0,1,0,0,0,0
47945,tcp,REJ,1,0,0,0,0,0,0
47946,tcp,SF,0,0,1,0,0,0,0
47947,udp,SF,0,0,0,0,0,0,0
47948,tcp,REJ,0,0,0,0,0,0,0
47949,udp,SF,0,0,0,0,0,0,0
47950,tcp,SF,0,0,1,0,0,0,0
47951,tcp,SF,0,0,1,0,0,0,0
47952,tcp,SF,0,0,1,0,0,0,0
47953,tcp,RSTR,1,0,0,0,0,0,0
47954,udp,SF,0,0,0,0,0,0,0
47955,tcp,SF,0,0,1,0,0,0,0
47956,tcp,S0,1,0,0,0,0,0,0
47957,udp,SF,0,0,0,0,0,0,0
47958,tcp,SF,0,0,1,0,0,0,0
47959,tcp,SF,0,0,1,0,0,0,0
47960,udp,SF,0,0,0,0,0,0,0
47961,icmp,SF,1,0,0,0,0,0,0
47962,tcp,SF,0,0,1,0,0,0,0
47963,udp,SF,0,0,0,0,0,0,0
47964,tcp,S0,1,0,0,0,0,0,0
47965,tcp,S0,1,0,0,0,0,0,0
47966,tcp,SF,0,0,1,0,0,0,0
47967,tcp,SF,0,0,1,0,0,0,0
47968,tcp,SF,0,0,1,0,0,0,0
47969,icmp,SF,1,0,0,0,0,0,0
47970,tcp,SF,0,0,1,0,0,0,0
47971,tcp,S0,1,0,0,0,0,0,0
47972,tcp,SF,0,0,1,0,0,0,1
47973,tcp,SF,0,0,1,0,0,0,0
47974,tcp,SF,0,0,1,0,0,0,0
47975,tcp,SF,0,0,1,0,0,0,0
47976,tcp,REJ,1,0,0,0,0,0,0
47977,tcp,S0,1,0,0,0,0,0,0
47978,udp,SF,0,0,0,0,0,0,0
47979,icmp,SF,0,0,0,0,0,0,0
47980,tcp,S0,1,0,0,0,0,0,0
47981,udp,SF,0,0,0,0,0,0,0
47982,tcp,SF,0,0,1,0,0,0,0
47983,tcp,SF,0,0,1,0,0,0,0
47984,tcp,REJ,1,0,0,0,0,0,0
47985,tcp,RSTO,1,0,0,0,0,0,0
47986,tcp,SF,0,0,1,0,0,0,0
47987,tcp,S0,1,0,0,0,0,0,0
47988,tcp,REJ,1,0,0,0,0,0,0
47989,tcp,S0,1,0,0,0,0,0,0
47990,tcp,S0,1,0,0,0,0,0,0
47991,tcp,SF,0,0,1,0,0,0,0
47992,icmp,SF,1,0,0,0,0,0,0
47993,tcp,SF,0,0,1,0,0,0,0
47994,udp,SF,0,0,0,0,0,0,0
47995,tcp,S0,1,0,0,0,0,0,0
47996,tcp,S0,0,0,0,0,0,0,0
47997,tcp,S0,1,0,0,0,0,0,0
47998,tcp,SF,0,0,1,0,0,0,0
47999,tcp,SF,0,0,1,0,0,0,0
48000,tcp,S0,1,0,0,0,0,0,0
48001,tcp,S0,1,0,0,0,0,0,0
48002,tcp,S0,1,0,0,0,0,0,0
48003,udp,SF,0,0,0,0,0,0,0
48004,tcp,SF,1,0,1,0,0,0,0
48005,tcp,S0,1,0,0,0,0,0,0
48006,udp,SF,0,0,0,0,0,0,0
48007,tcp,SF,0,0,1,0,0,0,0
48008,tcp,S0,1,0,0,0,0,0,0
48009,tcp,REJ,0,0,0,0,0,0,0
48010,tcp,S0,1,0,0,0,0,0,0
48011,tcp,SF,0,0,1,0,0,0,0
48012,tcp,SF,0,0,1,0,0,0,0
48013,tcp,SF,1,0,1,0,0,0,0
48014,tcp,SF,0,0,1,0,0,0,0
48015,tcp,SF,0,0,1,0,0,0,0
48016,tcp,SF,0,0,1,0,0,0,0
48017,udp,SF,1,0,0,0,0,0,0
48018,tcp,SF,0,0,1,0,0,0,0
48019,tcp,S1,0,0,1,0,0,0,0
48020,tcp,S0,1,0,0,0,0,0,0
48021,tcp,REJ,1,0,0,0,0,0,0
48022,udp,SF,0,0,0,0,0,0,0
48023,udp,SF,0,0,0,0,0,0,0
48024,tcp,S0,1,0,0,0,0,0,0
48025,tcp,SF,0,0,1,0,0,0,0
48026,udp,SF,0,0,0,0,0,0,0
48027,udp,SF,0,0,0,0,0,0,0
48028,tcp,SF,1,0,1,0,0,0,0
48029,tcp,S0,1,0,0,0,0,0,0
48030,tcp,SF,0,0,1,0,0,0,0
48031,tcp,RSTO,1,0,0,0,0,0,0
48032,tcp,S0,1,0,0,0,0,0,0
48033,tcp,SF,0,0,1,0,0,0,0
48034,tcp,REJ,1,0,0,0,0,0,0
48035,tcp,SF,0,0,1,0,0,0,0
48036,tcp,SF,0,0,1,0,0,0,0
48037,tcp,SF,0,0,1,0,0,0,0
48038,icmp,SF,1,0,0,0,0,0,0
48039,tcp,SF,0,0,1,0,0,0,0
48040,tcp,S0,1,0,0,0,0,0,0
48041,udp,SF,0,0,0,0,0,0,0
48042,icmp,SF,1,0,0,0,0,0,0
48043,tcp,REJ,1,0,0,0,0,0,0
48044,tcp,REJ,1,0,0,0,0,0,0
48045,tcp,S0,1,0,0,0,0,0,0
48046,tcp,SF,0,0,1,0,0,0,0
48047,tcp,S0,1,0,0,0,0,0,0
48048,tcp,S0,1,0,0,0,0,0,0
48049,tcp,SF,0,0,1,0,0,0,0
48050,tcp,SF,1,0,0,0,0,0,0
48051,icmp,SF,0,0,0,0,0,0,0
48052,tcp,SF,0,0,1,0,0,0,0
48053,tcp,SF,0,0,1,0,0,0,0
48054,tcp,S0,1,0,0,0,0,0,0
48055,tcp,SF,0,0,1,0,0,0,0
48056,tcp,SF,0,0,1,0,0,0,0
48057,tcp,S0,1,0,0,0,0,0,0
48058,tcp,SF,0,0,1,0,0,0,0
48059,tcp,SF,0,0,1,0,0,0,0
48060,tcp,SF,0,0,0,0,0,0,0
48061,tcp,S0,1,0,0,0,0,0,0
48062,tcp,SF,0,0,1,0,0,0,0
48063,tcp,S0,1,0,0,0,0,0,0
48064,tcp,S0,1,0,0,0,0,0,0
48065,tcp,S0,1,0,0,0,0,0,0
48066,tcp,SF,0,0,1,0,0,0,0
48067,tcp,SF,0,0,1,0,0,0,0
48068,tcp,REJ,1,0,0,0,0,0,0
48069,tcp,S0,1,0,0,0,0,0,0
48070,tcp,SF,0,0,1,0,0,0,0
48071,tcp,SF,0,0,1,0,0,0,0
48072,tcp,SF,0,0,1,0,0,0,0
48073,tcp,SF,0,0,1,0,0,0,0
48074,tcp,S0,1,0,0,0,0,0,0
48075,tcp,S0,1,0,0,0,0,0,0
48076,tcp,REJ,1,0,0,0,0,0,0
48077,tcp,S0,1,0,0,0,0,0,0
48078,tcp,SF,0,0,1,0,0,0,0
48079,tcp,REJ,1,0,0,0,0,0,0
48080,icmp,SF,1,0,0,0,0,0,0
48081,tcp,SF,0,0,1,0,0,0,0
48082,tcp,S0,1,0,0,0,0,0,0
48083,tcp,SF,0,0,1,0,0,0,0
